predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Female,"Kempamma married a tailor , but was abandoned by her husband in 1998 .",tailor,her,1,Kempamma,"[Kempamma, her]",False
Male,The pilot had warned the crew earlier of the possibility of bailout and he now alerted them to prepare for bailout .,pilot,he,1,The pilot,"[The pilot, he]",True
Male,The pilot had warned the crew earlier of the possibility of bailout and he now alerted them to prepare for bailout .,pilot,he,1,the crew,"[the crew, them]",False
Male,"In view of the risk of infection of the dentist and his staff in the dental surgery and dental laboratory and also of the patient with regard to hepatitis B and potentially also of AIDS , interruption of possible chains of infection by means of specific disinfection measures is to be demanded .",dentist,his,1,the dentist,"[the dentist, his]",True
Male,"In 1739â€“1740 , during the Lent circuit of the assizes , Sir Lancelot Allgood , who held positions high sheriff and Member of Parliament sent a message to the Black Bull that the visiting judge and his party would want six bottles of good French wine , and that John Cook should order them in .",judge,his,1,the Black Bull,"[the Black Bull, his]",False
Male,"In 1739â€“1740 , during the Lent circuit of the assizes , Sir Lancelot Allgood , who held positions high sheriff and Member of Parliament sent a message to the Black Bull that the visiting judge and his party would want six bottles of good French wine , and that John Cook should order them in .",judge,his,1,six bottles of good French wine,"[six bottles of good French wine, them]",False
Male,"The project ended up taking the artist and his son two years to complete , and it was unveiled on 17 April 2009 .",artist,his,1,The project,"[The project, it]",False
Male,A taxi driver testified that he had driven Stuart to the murder scene on the afternoon of the crime .,driver,he,1,A taxi driver,"[A taxi driver, he]",True
Male,"The Doctor and his allies are brought before the Lady Hakai , but the gravity goes off as she orders the Doctor to set up a duel between Leela and Keefer .",doctor,his,1,the Lady Hakai,"[the Lady Hakai, she]",False
Male,"A few years earlier in 2010 , this Cuban musician from HolguÃ­n had distinguished himself as the Danish act with the most foreign presentations , including concerts in Spain , USA , Germany , Poland , Finland , Cuba , Italy , Sweden and Norway .",musician,himself,1,this Cuban musician from HolguÃ­n,"[this Cuban musician from HolguÃ­n, himself]",True
Male,The director was praised for his mature handling of the theme and for his realistic portrayal of Goans involved in the tourism industry and also his depiction of the way of life of Goan Christians .,director,his,1,The director,"[The director, his, his, his]",True
Male,"Although he had a very brief career as a Jesuit novice -LRB- 1671-73 -RRB- , Domenico was never ordained a priest ; he married sometime after 1686 and had three children .",priest,he,1,Domenico,"[Domenico, he]",False
Male,The author places his research in the frame of the systematisation of the Freudian theory of substitute formations in the preconscious .,author,his,-1,The author,"[The author, his]",True
Male,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain .",dancer,his,-1,Mark,"[Mark, her]",False
Male,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .",cook,himself,1,the colored cook of the headquarters of the Sixtieth New York Regiment,"[the colored cook of the headquarters of the Sixtieth New York Regiment, he, his, himself, his]",False
Male,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .",cook,himself,1,all the paraphernalia of the cook - house,"[all the paraphernalia of the cook - house, them]",False
Male,"A patient being treated by Dr Hira dies due to his negligence , but he saves his skin by firing the nurse .",patient,his,0,A patient being treated by Dr Hira,"[A patient being treated by Dr Hira, his, he, his]",True
Male,"The Australian captain advised his bowler to ensure that his foot was further behind the line than usual to avoid being no - balled , and to operate below full speed until the umpires were satisfied .",captain,his,1,The Australian captain,"[The Australian captain, his, his]",True
Male,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .",journalist,his,-1,journalist Tommy Lapid,"[journalist Tommy Lapid, his, his]",False
Male,The author claimed that he had written the book at the request of family members .,author,he,-1,The author,"[The author, he]",True
Female,"In 1938 Mrs. Maria Mendoza a friend of Master Santiago Martinez Delgado invited him and his wife Leonor Concha de Martinez , to her home in BogotÃ¡ .",friend,her,0,a friend of Master Santiago Martinez Delgado,"[a friend of Master Santiago Martinez Delgado, him, his, her]",True
Male,"After the trophy ceremony , Portuguese captain , Madjer , clarified his tears at the final whistle as "" farewell tears "" ; he announced his retirement from international beach soccer , aged 42 , bringing to an end a 22 year playing career , having claimed eleven individual awards at FIFA editions of the World Cup , as well as being by far the tournament 's all - time top scorer with 88 goals and a total of 140 since the 1995 establishment of a world championship for beach soccer .",captain,his,1,his,"[his, he, his]",False
Female,"Ruth Vincent ( 22 March 1877 â€“ 4 July 1955 ) was an English opera singer and actress , best remembered for her performances in soprano roles of the Savoy Operas with the D'Oyly Carte Opera Company in the 1890s and her roles in the West End during the first decade of the 20th century , particularly her role as Sophia in "" Tom Jones "" .",singer,her,-1,her,"[her, her, her]",False
Male,"The priest believes that he can straighten him out , but Takezo escapes with Otsu ' s help .",priest,he,1,The priest,"[The priest, he, him]",True
Male,This rule is based on public policy and the sense that it is improper to make a person serve another against his will .,person,his,-1,This rule,"[This rule, it]",False
Male,This rule is based on public policy and the sense that it is improper to make a person serve another against his will .,person,his,-1,a person,"[a person, his]",True
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,Turk,"[Turk, his, him, Turk]",False
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,the treatment,"[the treatment, the treatment]",False
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,Carla,"[Carla, her]",False
Male,"According to Jones , the chief spared his life when he heard Jones speak Welsh , a tongue he understood .",chief,his,1,Jones,"[Jones, Jones]",False
Male,"According to Jones , the chief spared his life when he heard Jones speak Welsh , a tongue he understood .",chief,his,1,the chief,"[the chief, his, he, he]",True
Male,"This student shared fully the method of investigation , the distrust of the sterile disputes of philosophers over the Alps , and he argued the need to read the classics in bare text , without the use of exegetical apparatus .",student,he,-1,This student,"[This student, he]",True
Female,"Additionally , according to Thompson , the director became "" deeply hurt and confused "" when she and Grant made suggestions for certain scenes , which was something that was not done in his native country .",director,she,-1,Thompson,"[Thompson, she]",False
Female,"Additionally , according to Thompson , the director became "" deeply hurt and confused "" when she and Grant made suggestions for certain scenes , which was something that was not done in his native country .",director,she,-1,the director,"[the director, his]",False
Male,"Sonny and Viti visit a clinic for a sonogram , but leave abruptly when they realize the guard they attacked died of his injuries .",guard,his,1,Sonny,"[Sonny, his]",False
Male,"Sonny and Viti visit a clinic for a sonogram , but leave abruptly when they realize the guard they attacked died of his injuries .",guard,his,1,Sonny and Viti,"[Sonny and Viti, they, they]",False
Male,"The Times "" also speculated that the incident might lead to a fast - tracked global deployment of the Additional Assistant Referee ( AAR ) system already under trial by FIFA , pointing out that under the trial configuration , the extra goal - line assistant would have been standing directly in front of Henry as he touched the ball with his hand .",assistant,he,-1,Henry,"[Henry, he, his]",False
Male,The employees were shocked that a world - renowned scientist would voluntarily bring himself to the office .,scientist,himself,1,a world - renowned scientist,"[a world - renowned scientist, himself]",True
Male,The judge has always had a love / hate relationship with the government as he is always unpredictable in his judgment .,judge,he,1,The judge,"[The judge, he, his]",True
Male,"The eleventh contains the lives of all the bishops in order , and includes the chief events during their episcopates ; the twelfth deals in the same way with the archbishops , not forgetting the writer himself .",writer,himself,-1,the lives of all the bishops,"[the lives of all the bishops, their]",False
Male,"Another factor in the success of the record may have been the rumor that the lyrics were intentionally slurred by the Kingsmen â€” to cover up the alleged fact that the lyrics were laced with profanity , graphically depicting sex between the sailor and his lady .",sailor,his,1,the lyrics,"[the lyrics, the lyrics]",False
Male,"OÅ›wiÄ™cim , on the estate of his maternal grandparents , the youngest of three children of Warsaw architect , ZdzisÅ‚aw Silewicz and his wife Stefania nÃ©e Zwilling .",architect,his,1,OÅ›wiÄ,"[OÅ›wiÄ, his]",False
Male,"OÅ›wiÄ™cim , on the estate of his maternal grandparents , the youngest of three children of Warsaw architect , ZdzisÅ‚aw Silewicz and his wife Stefania nÃ©e Zwilling .",architect,his,1,ZdzisÅ‚aw Silewicz,"[ZdzisÅ‚aw Silewicz, his]",False
Male,Hermans would later say that the public announcer had aided Dhaenens ' victory by warning him of Hermans over the PA system .,announcer,him,1,Dhaenens ',"[Dhaenens ', him]",False
Female,"In 2012 Branson was given an honorary Doctor of Laws by Flinders University , for her ' long and esteemed career in the law ' and an Honorary Doctorate of Letters from Macquarie University for her support and advocacy for human rights .",doctor,her,-1,an honorary Doctor of Laws,"[an honorary Doctor of Laws, her, her]",True
Female,"In 2012 Branson was given an honorary Doctor of Laws by Flinders University , for her ' long and esteemed career in the law ' and an Honorary Doctorate of Letters from Macquarie University for her support and advocacy for human rights .",doctor,her,-1,Flinders University,"[Flinders University, Macquarie University]",False
Male,"Lake Daumesnil in Paris had frozen over and director Louis Gasnier filmed Linder in his new attire , with Linder improvising the rest .",director,his,1,director Louis Gasnier,"[director Louis Gasnier, his]",True
Male,"Lake Daumesnil in Paris had frozen over and director Louis Gasnier filmed Linder in his new attire , with Linder improvising the rest .",director,his,1,Linder,"[Linder, Linder]",False
Male,The author started his career as an anatomical pathologist and now works as an anatomical and clinical pathologist .,author,his,-1,The author,"[The author, his]",True
Male,"Currently , 6 years later the patient is free of local disease , but he presents cutaneous metastasis .",patient,he,0,the patient,"[the patient, he]",True
Male,The author was the son of a Polish Jewish family murdered by the Nazis and he based the story on a Hebrew legend .,author,he,-1,The author,"[The author, he]",True
Male,"His sponsors highlighted not only why he was a Â remarkable author , but also his national socialist links during the 1930s .",author,his,-1,His,"[His, he, his]",False
Male,"The author of GNU.FREE has publicly discontinued his work on the project , due to disillusionment with the concept of secure Internet voting .",author,his,-1,The author of GNU.FREE,"[The author of GNU.FREE, his]",True
Male,"This patient and his other affected family members , his father and two siblings , were started on the tumour screening procedures recommended for patients with PTEN mutations .",patient,his,0,his,"[his, his]",False
Male,"It was necessary to persist beyond initial verbal descriptions of their hallucinations , and insist that the patient describe and draw what he had seen .",patient,he,0,It,"[It, their]",False
Male,"Mr. Whitney was chosen its president , and continued in office until his death , in 1883 .",president,his,1,Mr. Whitney,"[Mr. Whitney, its, his]",False
Male,The French Impressionist painter Claude Monet is known for his many paintings of water lilies in the pond in his garden at Giverny .,painter,his,1,The French Impressionist painter Claude Monet,"[The French Impressionist painter Claude Monet, his, his]",True
Male,"At his trial in May 1989 , the magistrate dismissed the evidence of the Arab witnesses on the grounds that they were interested parties and wanted to see Levinger in prison for ideological reasons , and also dismissed the evidence of two IDF soldiers who testified to the assault .",magistrate,his,1,the Arab witnesses,"[the Arab witnesses, they]",False
Male,Our patient is unique because he has symptomatic IGV and INCPH .,patient,he,0,Our patient,"[Our patient, he]",True
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,the bladder,"[the bladder, it]",False
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,the patient,"[the patient, his]",True
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,The manager,"[The manager, he, he]",True
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,they,"[they, they]",False
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,"about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune","[about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune, them]",False
Female,Symptomatic pneumonitis developed in six patients ( 9 % ) ; only one patient had her radiotherapy interrupted because of hematologic toxicity .,patient,her,0,Symptomatic pneumonitis,"[Symptomatic pneumonitis, her]",False
Male,"If , for example , the agent is engaged to buy property , the agent may not sell his own property to the principal .",agent,his,-1,the agent,"[the agent, the agent, his]",False
Male,"During the court proceedings , a cab driver testified that he had picked up Kosilek from that same mall , on that same afternoon , and had driven Kosilek to a store located about half a mile from her house in Mansfield .",driver,he,1,a cab driver,"[a cab driver, he]",True
Male,"During the court proceedings , a cab driver testified that he had picked up Kosilek from that same mall , on that same afternoon , and had driven Kosilek to a store located about half a mile from her house in Mansfield .",driver,he,1,Kosilek,"[Kosilek, her]",False
Male,"At his press conference , Durocher emphatically ended the College of Coaches experiment by declaring himself manager , with Wrigley 's blessing .",manager,himself,1,Durocher,"[Durocher, himself]",False
Male,"The author describes how he improves comfort in patients receiving Thermage with a combination of topical lidocaine 5 % cream and mesoanesthesia , a technique involving multiple tiny intradermal injections of anesthetic solution .",author,he,-1,The author,"[The author, he]",True
Female,"After receiving encouragement from her naturopathic doctor , the patient initiated an 8-week program in mindfulness training following the Kabat-Zinn protocol and logged her daily blood pressure and symptoms before and after meditation sessions over an 11-week period .",patient,her,0,her,"[her, her]",False
Male,"Sadat served as president until his assassination in October 1981 , after which his vice president , Hosni Mubarak , was elected president by plebiscite .",president,his,1,Sadat,"[Sadat, his]",False
Female,"At the end of this follow-up period , the patient was satisfied with esthetics , function and phonation properties of her prostheses .",patient,her,0,the patient,"[the patient, her]",False
Male,"He cited G&J para 1 - 019 to say that if a reasonable person ought to have known that someone would have expected payment , but did not take a reasonable opportunity to reject them , then he will be considered enriched .",person,he,-1,someone,"[someone, he]",False
Male,"He cited G&J para 1 - 019 to say that if a reasonable person ought to have known that someone would have expected payment , but did not take a reasonable opportunity to reject them , then he will be considered enriched .",person,he,-1,someone would have expected payment,"[someone would have expected payment, them]",False
Male,During this time there was public support for McGonagle and a high profile threats were made to withdraw collections and funding from the gallery should the director lose his position .,director,his,1,the director,"[the director, his]",True
Female,The artist maintained an humble attitude vis - Ã - vis her artworks and her public .,artist,her,-1,her,"[her, her]",False
Female,Doctor confirms that she has an incurable disease in her nerves and she will go blind sooner or later .,doctor,she,-1,Doctor,"[Doctor, she, her, she]",True
Male,Sam calls upon Daffy Duck to recover his awards and deal with the mad professor and his henchmen .,professor,his,1,Sam,"[Sam, his, his]",False
Male,"Gerold SpÃ¤th 's self - image as author is palpable to his organ builder family , as he told on occasion of a dramatic reading : """,author,he,-1,author,"[author, his, he]",True
Male,"The dealer has now seen their faces , and after being ordered by the gangster he works for to get the money back , he goes out looking for the three .",dealer,he,1,The dealer,"[The dealer, their]",False
Male,"The dealer has now seen their faces , and after being ordered by the gangster he works for to get the money back , he goes out looking for the three .",dealer,he,1,he,"[he, he]",False
Male,Comment If Rklear pedrito -LRB- I misread the discussion -RRB- or another editor can show that he is notable and advance the article past an outline it should be OK .,editor,he,1,-RRB-,"[-RRB-, he]",False
Male,This editor has demonstrated time and time again that he is not here to write an encyclopedia .,editor,he,1,This editor,"[This editor, he]",True
Female,Edith Branson ( 1891â€“1976 ) was an American painter who was known for her use of color to convey emotions .,painter,her,-1,Edith Branson ( 1891â€“1976 ),"[Edith Branson ( 1891â€“1976 ), her]",False
Male,"The film stars Yves BenoÃ®t as Louis , a 16-year - old high school student who is sent to a mental institution by his father ( Aubert Pallascio ) to punish him for his rebelliousness , and is under the care of a psychiatrist ( Gilles Renaud ) .",student,his,-1,his,"[his, him, his]",False
Male,"Reared mostly in Caddo Gap in Montgomery County , Arkansas , Cobb as a child often accompanied his father to work and hence developed an interest in the family business and later in the law .",child,his,1,Cobb,"[Cobb, his]",False
Male,"But shortly after Mitchell 's arrival one of Eve Owens 's neighbours , a young artist called Philip Lorrimer , is found dead in his cottage â€” poisoned .",artist,his,1,a young artist called Philip Lorrimer,"[a young artist called Philip Lorrimer, his]",True
Male,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,-1,the author,"[the author, his, his]",True
Male,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,-1,her,"[her, she]",False
Male,"Founded in 2007 by Grammy nominated , Dove Award winning artist , producer and filmmaker Dave Moody and his son Joshua Moody , the company is focused on producing , distributing and marketing family - friendly , uplifting , and life - inspiring motion picture entertainment .",artist,his,1,Grammy,"[Grammy, the company]",False
Male,"Driver was unable to play in the competition himself as he did not satisfy the eligibility criteria , having not been resident in Jersey for long enough , but he qualified in time for the 2008 tournament .",driver,he,1,Driver,"[Driver, himself, he, he]",True
Male,The patient was successfully treated for his pulmonary embolus and was discharged five days later .,patient,his,0,The patient,"[The patient, his]",True
Male,"In her modelling career , she rebuffed the villainous fashion designer and jewel thief Simon Garrett when he tried to romance her , and was on friendly terms with Gina , an FBI agent posing as an executive at the modelling agency .",designer,he,1,her,"[her, she, her]",False
Male,"In her modelling career , she rebuffed the villainous fashion designer and jewel thief Simon Garrett when he tried to romance her , and was on friendly terms with Gina , an FBI agent posing as an executive at the modelling agency .",designer,he,1,Simon Garrett,"[Simon Garrett, he]",False
Male,"After an invocation of the Deity ( Siva ) as an auspicious act , the stage - manager and his Assistant , in their conversation state that the play shortly to be performed is Kalidasa 's MÄlavikÄgnimitra .",manager,his,1,the stage - manager and his Assistant,"[the stage - manager and his Assistant, their]",False
Male,At least one Texas physician is taking a crack at developing his own model .,physician,his,1,At least one Texas physician,"[At least one Texas physician, his]",True
Male,"Ingunde , Ingund , Ingundis or Ingunda , ( born in 567/568 ) , was the eldest child of Sigebert I , king of Austrasia , and his wife Brunhilda , daughter of King Athanagild of the Visigoths .",child,his,1,Sigebert,"[Sigebert, his]",False
Female,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him .",maid,she,1,Grace,"[Grace, he, Grace, him, Grace, him]",False
Female,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him .",maid,she,1,Josie,"[Josie, her, she]",False
Male,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,-1,he,"[he, his]",False
Male,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,-1,the agent,"[the agent, the agent]",False
Male,"On October 1 , "" Cloverfield "" director Matt Reeves was confirmed as his replacement .",director,his,1,"Cloverfield "" director Matt Reeves","[Cloverfield "" director Matt Reeves, his]",True
Male,"It symbolizes the fact that "" every person is looking for his drunkenness which can lead to extreme erotic games "" .",person,his,-1,every person,"[every person, his]",True
Female,The patient presented with a history of progressive dyspnea and ascites and her general condition was poor .,patient,her,0,The patient,"[The patient, her]",True
Male,One graduate student named Minal Panchal ( from Mumbai ) was killed in his classroom .,student,his,-1,One graduate student named Minal Panchal ( from Mumbai ),"[One graduate student named Minal Panchal ( from Mumbai ), his]",True
Male,"Vaux was particularly devoted to Father Henry Garnet , a Jesuit priest who was later executed for his role in the Gunpowder Plot .",priest,his,1,Vaux,"[Vaux, his]",False
Female,"In 1997 , Singer was highly commended at the Quill Awards for her "" Herald Sun "" column .",singer,her,-1,Singer,"[Singer, her]",True
Male,"Fourteen years later , when the patient was 58-years-old , he presented with retroperitoneal fibrosis and swollen lymph nodes .",patient,he,0,the patient,"[the patient, he]",False
Male,"A popular urban legend of the 1920s recorded how a cab driver and his horse tried to pass through the area at night , with only their skeletons , gnawed clean by rats , found the following day .",driver,his,1,A popular urban legend of the 1920s,"[A popular urban legend of the 1920s, his]",False
Male,The clinical course of this patient suggests that his end-stage renal disease-associated hypercoagulable state may have promoted thrombus formation .,patient,his,0,this patient,"[this patient, his]",True
Male,"Then - University of Florida coach Ron Zook , noted for his recruiting ability , made a strong push , including talking to Rivers at 2 a.m. on National Signing Day in 2003 .",coach,his,1,Then - University of Florida coach Ron Zook,"[Then - University of Florida coach Ron Zook, his]",True
Female,A patient with breast cancer was treated with adoptive immunotherapy of CTL because she had severe side effect from antineoplastics .,patient,she,0,A patient with breast cancer,"[A patient with breast cancer, she]",True
Male,His primary care physician ordered a chest radiograph that revealed an infiltrate & he was treated with Levofloxacin for 10 days .,physician,he,1,His primary care physician,"[His primary care physician, he]",True
Male,"The conduct of this officer and his command was all that could be asked in the late battle of Jonesborough , and as truly may I say the - same of the Fifty second Ohio , commanded by Major Holmes , in the same engagement , until a wound disabled him , and the command devolved upon Captain",officer,his,1,this officer,"[this officer, his]",True
Male,"The conduct of this officer and his command was all that could be asked in the late battle of Jonesborough , and as truly may I say the - same of the Fifty second Ohio , commanded by Major Holmes , in the same engagement , until a wound disabled him , and the command devolved upon Captain",officer,his,1,his command,"[his command, the command]",False
Male,"Case 2 , in which the patient underwent living-donor LT from the mother , had neither rejection nor mechanical venous obstruction , but condition of the patient rapidly worsened and he died on day 13 after transplantation .",patient,he,0,the patient,"[the patient, the patient, he]",False
Male,"Attalus , as the event showed , was one of those men who try to gain all that their hopes promise them ; but in his case the wise admonitions of a friend put a curb , so to speak , on a temper which was becoming wanton through popularity .",friend,his,0,their,"[their, them]",False
Male,"George Oscar LÃ¶f ( 13 December 1913 â€“ 12 October 2009 ) was an American engineer and inventor who was best known for his contributions to solar energy research . """,engineer,his,1,George Oscar LÃ¶f ( 13 December 1913 â€,"[George Oscar LÃ¶f ( 13 December 1913 â€, his]",False
Male,"Jason meets a sports agent at Dillon High School during practice one day , who gives Jason his card and tells him to look him up whenever he is in New York .",agent,he,-1,Jason,"[Jason, Jason, his, him, him, he]",False
Female,"A shrewd politician named Babuji develops a fancy for her , which leads to the murder of her lover .",politician,her,-1,A shrewd politician named Babuji,"[A shrewd politician named Babuji, her, her]",True
Male,This article presents the clinical case of a man who visited a podiatric medical student because of pain in his feet and subsequently presented the student with several gifts .,student,his,-1,a podiatric medical student,"[a podiatric medical student, his, the student]",True
Male,"In an interview the writer would explain his choice of name change as the following , "" Lemebel is a gesture of femininity , to engrave a maternal last name , to acknowledge my ( washer ) mother in light of the illegality of homosexual(s ) and transvestite(s ) . """,writer,his,-1,the writer,"[the writer, his]",True
Male,"According to the autobiography published on the official website , he was born in a modest family , his father being a plumber and his mother a housewife .",plumber,his,1,he,"[he, his, his]",False
Male,"A doctor had recommended bedrest and warmth for the exhausted priest , but he was reluctant to curtail any of the Lenten or Holy Week services .",doctor,he,1,A doctor,"[A doctor, he]",True
Male,Author has declared that he will fix references but there is no sign that any effort is being made in this direction despite prompting by several editors .,author,he,-1,Author,"[Author, he]",True
Male,last the surgeon recommended his discharge .,surgeon,his,1,last the surgeon,"[last the surgeon, his]",True
Female,He also has a forgiving personality due to the fact that he forgave a female driver despite that she wrecked his mountain bike on his first day commute to work .,driver,she,-1,He,"[He, he, his, his]",False
Female,He also has a forgiving personality due to the fact that he forgave a female driver despite that she wrecked his mountain bike on his first day commute to work .,driver,she,-1,a female driver,"[a female driver, she]",True
Male,"1000 per day for an out - of - town visit but if the patient came to Delhi , he was treated free , regardless of his position in society .",patient,he,0,the patient,"[the patient, he, his]",True
Male,"The Child holds a pomegranate in his hands , which symbolize the Passion of Christ .",child,his,1,The Child,"[The Child, his]",True
Male,"A US Naval captain , Scott Phillpott came to prominence after informing the 2004 9/11 Commission that a data - mining project named Able Danger had identified hijack leader Mohamed Atta as a threat tied to al - Qaeda and living in Brooklyn as early as January 2000 , many months before his attack in September 2001 .",captain,his,1,Scott Phillpott,"[Scott Phillpott, his]",False
Male,"A student then a professor at the collÃ¨ge Louis - le - Grand , NoÃ«l left his job at the outbreak of the French Revolution , collaborating on the journal "" la Chronique "" and going on several diplomatic missions ; in 1795/96 to the Batavian Republic .",student,his,-1,"A student then a professor at the collÃ¨ge Louis - le - Grand , NoÃ«l","[A student then a professor at the collÃ¨ge Louis - le - Grand , NoÃ«l, his]",True
Male,""" Oru Iyakkunarin Kadhal Diary "" is a story of a film director and his experience in film industry .",director,his,1,Oru Iyakkunarin Kadhal Diary,"[Oru Iyakkunarin Kadhal Diary, his]",False
Male,"The paper backed down and apologised in the face of legal action from Dizaei , after Mahmood claimed the officer "" employed an illegal immigrant as his right - hand man and took him to the heart of the British establishment . """,officer,his,1,Mahmood,"[Mahmood, his, him]",False
Male,"Amateur astronomer Machholz utilizes a variety of methods in his comet discoveries , in 1986 using 29Ã—130 binoculars he discovered 96P / Machholz .",astronomer,his,1,Amateur astronomer Machholz,"[Amateur astronomer Machholz, his, he]",True
Male,"During study vacations the developing artist visited his native land to relax from the hectic rhythm of the large city , paint motifs from nature and commissioned portraits .",artist,his,1,the developing artist,"[the developing artist, his]",True
Male,Journalist Toyohiro Akiyama carried some Japanese tree frogs with him during his trip to the Mir space station in December 1990 .,journalist,his,-1,Journalist Toyohiro Akiyama,"[Journalist Toyohiro Akiyama, him, his]",True
Female,"During this treatment , the patient overcame her avoidant-defensive mode of functioning and her persistent difficulties related to separation .",patient,her,0,her,"[her, her]",False
Male,"The driver accelerated when he saw the object flying towards him , and the bomb , which had a 10-second delay , exploded under the fourth car .",driver,he,1,The driver,"[The driver, he, him]",True
Female,"There are better ways to run meetings , the author says , and she provides a few .",author,she,1,the author,"[the author, she]",True
Male,"After his recent arrest for drug dealing , singer Cisco Pike tries to pawn his guitar .",singer,his,1,his,"[his, his]",False
Male,"The high priest then laid his hands with the labels upon the two goats and said , "" A sin - offering to Yahweh "" ( thus speaking the Tetragrammaton ) ; and the two men accompanying him replied , "" Blessed be the name of His glorious kingdom for ever and ever .",priest,his,1,The high priest,"[The high priest, his, him, His]",True
Male,"On 27 November 2003 , Dubey was returning from a wedding in Varanasi , and called his driver to meet him at the station .",driver,him,1,Dubey,"[Dubey, his, him]",False
Male,"Larry Altman , noted medical editor for The New York Times , wrote that never in his experience had he witnessed such fierce opposition from the medical community to the possibility that peptic ulcer disease was caused by a microbe ( L. Altman , personal communication , 16 May 2012 ) [ 8 ] .",editor,he,1,Larry Altman,"[Larry Altman, his, he]",False
Male,"Finally , the student produces a marked uptake of his earlier advice : ' Okay then . I shall start writing ' ( line 19 ) , delivered with a full modal form rather than a contracted ' I 'll ' .",student,his,-1,the student,"[the student, his]",True
Male,"The patient suffered a recurrent stroke and he had persistently high level of D-dimer which suggested the diagnosis of thrombophilia , thus , he was treated with low-molecular-weight heparin .",patient,he,0,The patient,"[The patient, he, he]",True
Male,"Leopold was born in Brussels on 9 April 1835 , the second child of the reigning Belgian monarch , Leopold I , and of his second wife , Louise , the daughter of King Louis Philippe of France .",child,his,1,Leopold,"[Leopold, his]",False
Male,Old detective Nikolay Myachikov is being retired by his boss Fedyaev .,detective,his,1,Old detective Nikolay Myachikov,"[Old detective Nikolay Myachikov, his]",True
Male,"The hero is a young German professor , who is so wrapped up in his search for a manuscript by Tacitus that he is oblivious to an impending tragedy in his domestic life .",professor,his,1,The hero,"[The hero, his, he, his]",False
Male,"He was a vigorous and lucid writer , his earlier manner being somewhat florid , and his polemical thrusts occasionally more forcible than polite .",writer,his,-1,He,"[He, his, his]",False
