predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Male,"After his death in 1820 , the town received its first post office ; since "" Bloomfield "" was preempted by another community , the postmaster named his station after Sharp , and the town was established and incorporated under this new name .",postmaster,his,0,his,"['the postmaster', 'his']",False
Male,"Shortly after the album 's release , controversy unsurprisingly erupted in a variety of forms , most notably a petrol station attendant being fired from his job after it was discovered that he owned a copy of the album ( Cook testified at the man 's industrial tribunal ) , and a distributor of talking books accidentally sending out copies of "" Come Again "" on cassette in cases intended for the children 's classic "" Black Beauty "" .",attendant,his,0,a petrol station attendant,"['his', 'he', ""the man 's""]",True
Male,"Shortly after the album 's release , controversy unsurprisingly erupted in a variety of forms , most notably a petrol station attendant being fired from his job after it was discovered that he owned a copy of the album ( Cook testified at the man 's industrial tribunal ) , and a distributor of talking books accidentally sending out copies of "" Come Again "" on cassette in cases intended for the children 's classic "" Black Beauty "" .",attendant,his,0,the album 's,['the album'],False
Male,"The president may also effectively withhold his assent as per his own discretion , which is known as pocket veto .",president,his,1,The president,"['his', 'his']",True
Male,"Author David Foster Wallace was also mixed in his review as he heavily criticized the work as overly pretentious but commented that the novel was "" not without some cool sections "" .",author,his,-1,Author David Foster Wallace,"['his', 'he']",False
Male,"Stormont , the English ambassador to Paris , hurried to Vergennes to demand that the captain , with his crews , cargoes , and ships , should be given up .",captain,his,1,the captain,['his'],True
Male,"coming up in the midst of the altercation between the agent and his men , declared that the fires should not be extinguished , that the train should leave in spite of the agent , and after cursing and using much bitter language towards the latter had him arrested and kept in custody by a guard .",agent,his,-1,the agent,"['his', 'the agent', 'him']",True
Male,"At a political retreat in 2003 , Tumukunde , in the presence of the president and his cabinet , argued against the impending removal of term limits that would give President Museveni the right to stand for re - election on an infinite basis .",president,his,1,the president,['his'],True
Male,"At a political retreat in 2003 , Tumukunde , in the presence of the president and his cabinet , argued against the impending removal of term limits that would give President Museveni the right to stand for re - election on an infinite basis .",president,his,1,Tumukunde,['President Museveni'],False
Male,"Sometimes it happens that after praying or completing a benevolent exercise , the person finds himself in a kind spiritual disposition and therefore , is amenable to his brother and does n't get annoyed over his words .",person,himself,-1,the person,"['himself', 'his', 'his']",True
Male,"However , his lawyer , Mohamed Shaheem Ali Saeed , a Maldivian Islamic scholar infamous for his illicit relations with women facilitated his release .",lawyer,his,1,his,['his'],False
Male,Faruk GÃ¼rler the chief of staff resigned from his post on 5 March to enter the parliament as a member of the upper house .,chief,his,1,the chief of staff,['his'],True
Female,"Kempamma married a tailor , but was abandoned by her husband in 1998 .",tailor,her,1,Kempamma,['her'],False
Male,The pilot had warned the crew earlier of the possibility of bailout and he now alerted them to prepare for bailout .,pilot,he,1,The pilot,['he'],True
Male,The pilot had warned the crew earlier of the possibility of bailout and he now alerted them to prepare for bailout .,pilot,he,1,the crew,['them'],False
Male,"In view of the risk of infection of the dentist and his staff in the dental surgery and dental laboratory and also of the patient with regard to hepatitis B and potentially also of AIDS , interruption of possible chains of infection by means of specific disinfection measures is to be demanded .",dentist,his,1,the dentist,['his'],True
Male,"In 1739â€“1740 , during the Lent circuit of the assizes , Sir Lancelot Allgood , who held positions high sheriff and Member of Parliament sent a message to the Black Bull that the visiting judge and his party would want six bottles of good French wine , and that John Cook should order them in .",judge,his,1,the visiting judge,['his'],True
Male,"In 1739â€“1740 , during the Lent circuit of the assizes , Sir Lancelot Allgood , who held positions high sheriff and Member of Parliament sent a message to the Black Bull that the visiting judge and his party would want six bottles of good French wine , and that John Cook should order them in .",judge,his,1,the visiting judge and his party,['them'],False
Male,"The project ended up taking the artist and his son two years to complete , and it was unveiled on 17 April 2009 .",artist,his,1,the artist,['his'],True
Male,"The project ended up taking the artist and his son two years to complete , and it was unveiled on 17 April 2009 .",artist,his,1,The project,['it'],False
Male,A taxi driver testified that he had driven Stuart to the murder scene on the afternoon of the crime .,driver,he,1,A taxi driver,['he'],True
Male,"The Doctor and his allies are brought before the Lady Hakai , but the gravity goes off as she orders the Doctor to set up a duel between Leela and Keefer .",doctor,his,1,The Doctor,"['his', 'she', 'the Doctor']",False
Male,"The Doctor and his allies are brought before the Lady Hakai , but the gravity goes off as she orders the Doctor to set up a duel between Leela and Keefer .",doctor,his,1,the Lady Hakai,"['Leela', 'Keefer']",False
Male,including by the artist himself .,artist,himself,1,the artist himself,['himself'],True
Male,"A few years earlier in 2010 , this Cuban musician from HolguÃ­n had distinguished himself as the Danish act with the most foreign presentations , including concerts in Spain , USA , Germany , Poland , Finland , Cuba , Italy , Sweden and Norway .",musician,himself,1,this Cuban musician from HolguÃ­n,['himself'],True
Male,"A few years earlier in 2010 , this Cuban musician from HolguÃ­n had distinguished himself as the Danish act with the most foreign presentations , including concerts in Spain , USA , Germany , Poland , Finland , Cuba , Italy , Sweden and Norway .",musician,himself,1,HolguÃ­n,['Danish'],False
Male,The director was praised for his mature handling of the theme and for his realistic portrayal of Goans involved in the tourism industry and also his depiction of the way of life of Goan Christians .,director,his,1,The director,"['his', 'his', 'his']",True
Male,"Although he had a very brief career as a Jesuit novice -LRB- 1671-73 -RRB- , Domenico was never ordained a priest ; he married sometime after 1686 and had three children .",priest,he,1,he,['he'],False
Male,"Although he had a very brief career as a Jesuit novice -LRB- 1671-73 -RRB- , Domenico was never ordained a priest ; he married sometime after 1686 and had three children .",priest,he,1,Domenico,['1686'],False
Male,The author places his research in the frame of the systematisation of the Freudian theory of substitute formations in the preconscious .,author,his,-1,The author,['his'],True
Male,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain .",dancer,his,-1,the gay dancer,"['his', 'her']",True
Male,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .",cook,himself,1,Harper 's Ferry,['Antietam'],False
Male,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .",cook,himself,1,he,"['his', 'himself', 'his']",False
Male,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .",cook,himself,1,his own personal belongings,['them'],False
Male,"The president , Paul Benthien , agreed on the condition that he also became general manager .",president,he,1,"The president , Paul Benthien ,",['he'],True
Male,"A patient being treated by Dr Hira dies due to his negligence , but he saves his skin by firing the nurse .",patient,his,0,Dr Hira,"['his', 'he', 'his']",False
Male,"The Australian captain advised his bowler to ensure that his foot was further behind the line than usual to avoid being no - balled , and to operate below full speed until the umpires were satisfied .",captain,his,1,The Australian captain,"['his', 'his']",True
Male,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .",journalist,his,-1,journalist Tommy Lapid,['journalist Amnon Dankner'],False
Male,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .",journalist,his,-1,journalist Tommy Lapid (,['Haredi journalist Yisrael Eichler ('],False
Male,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .",journalist,his,-1,his,['his'],False
Male,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .",journalist,his,-1,"the show ) , journalist Amnon Dankner","['his "" panelist "" role )']",True
Male,The author claimed that he had written the book at the request of family members .,author,he,-1,The author,['he'],True
Female,"In 1938 Mrs. Maria Mendoza a friend of Master Santiago Martinez Delgado invited him and his wife Leonor Concha de Martinez , to her home in BogotÃ¡ .",friend,her,0,him,['his'],False
Female,"In 1938 Mrs. Maria Mendoza a friend of Master Santiago Martinez Delgado invited him and his wife Leonor Concha de Martinez , to her home in BogotÃ¡ .",friend,her,0,1938 Mrs. Maria Mendoza,['BogotÃ'],False
Male,"After the trophy ceremony , Portuguese captain , Madjer , clarified his tears at the final whistle as "" farewell tears "" ; he announced his retirement from international beach soccer , aged 42 , bringing to an end a 22 year playing career , having claimed eleven individual awards at FIFA editions of the World Cup , as well as being by far the tournament 's all - time top scorer with 88 goals and a total of 140 since the 1995 establishment of a world championship for beach soccer .",captain,his,1,"Portuguese captain , Madjer ,","['his', 'he', 'his']",True
Female,"Ruth Vincent ( 22 March 1877 â€“ 4 July 1955 ) was an English opera singer and actress , best remembered for her performances in soprano roles of the Savoy Operas with the D'Oyly Carte Opera Company in the 1890s and her roles in the West End during the first decade of the 20th century , particularly her role as Sophia in "" Tom Jones "" .",singer,her,-1,her,"['her', 'her']",False
Male,"The priest believes that he can straighten him out , but Takezo escapes with Otsu ' s help .",priest,he,1,The priest,"['he', 'him']",True
Male,This rule is based on public policy and the sense that it is improper to make a person serve another against his will .,person,his,-1,This rule,['it'],False
Male,This rule is based on public policy and the sense that it is improper to make a person serve another against his will .,person,his,-1,a person,['his'],True
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,the patient,['his'],True
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,the treatment,"['the treatment', 'the treatment']",False
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,Turk,"['him', 'Turk']",False
Male,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . """,patient,his,0,Carla,['her'],False
Male,"According to Jones , the chief spared his life when he heard Jones speak Welsh , a tongue he understood .",chief,his,1,the chief,"['his', 'he']",True
Male,"According to Jones , the chief spared his life when he heard Jones speak Welsh , a tongue he understood .",chief,his,1,Jones,['he'],False
Male,"This student shared fully the method of investigation , the distrust of the sterile disputes of philosophers over the Alps , and he argued the need to read the classics in bare text , without the use of exegetical apparatus .",student,he,-1,This student,['he'],True
Female,"Additionally , according to Thompson , the director became "" deeply hurt and confused "" when she and Grant made suggestions for certain scenes , which was something that was not done in his native country .",director,she,-1,the director,['she'],True
Female,"Additionally , according to Thompson , the director became "" deeply hurt and confused "" when she and Grant made suggestions for certain scenes , which was something that was not done in his native country .",director,she,-1,Grant,['his'],False
Male,"Sonny and Viti visit a clinic for a sonogram , but leave abruptly when they realize the guard they attacked died of his injuries .",guard,his,1,Sonny,"['Viti', 'his']",False
Male,"Sonny and Viti visit a clinic for a sonogram , but leave abruptly when they realize the guard they attacked died of his injuries .",guard,his,1,Sonny and Viti,"['they', 'they']",False
Male,"The Times "" also speculated that the incident might lead to a fast - tracked global deployment of the Additional Assistant Referee ( AAR ) system already under trial by FIFA , pointing out that under the trial configuration , the extra goal - line assistant would have been standing directly in front of Henry as he touched the ball with his hand .",assistant,he,-1,the extra goal - line assistant,"['he', 'his']",True
Male,The employees were shocked that a world - renowned scientist would voluntarily bring himself to the office .,scientist,himself,1,a world - renowned scientist,['himself'],True
Male,The judge has always had a love / hate relationship with the government as he is always unpredictable in his judgment .,judge,he,1,The judge,"['he', 'his']",True
Male,"The eleventh contains the lives of all the bishops in order , and includes the chief events during their episcopates ; the twelfth deals in the same way with the archbishops , not forgetting the writer himself .",writer,himself,-1,the chief events,['their'],False
Male,"The eleventh contains the lives of all the bishops in order , and includes the chief events during their episcopates ; the twelfth deals in the same way with the archbishops , not forgetting the writer himself .",writer,himself,-1,their episcopates,['the archbishops'],False
Male,"The eleventh contains the lives of all the bishops in order , and includes the chief events during their episcopates ; the twelfth deals in the same way with the archbishops , not forgetting the writer himself .",writer,himself,-1,the writer himself,['himself'],True
Male,"Another factor in the success of the record may have been the rumor that the lyrics were intentionally slurred by the Kingsmen â€” to cover up the alleged fact that the lyrics were laced with profanity , graphically depicting sex between the sailor and his lady .",sailor,his,1,the lyrics,['the lyrics'],False
Male,"Another factor in the success of the record may have been the rumor that the lyrics were intentionally slurred by the Kingsmen â€” to cover up the alleged fact that the lyrics were laced with profanity , graphically depicting sex between the sailor and his lady .",sailor,his,1,the sailor,['his'],True
Male,"OÅ›wiÄ™cim , on the estate of his maternal grandparents , the youngest of three children of Warsaw architect , ZdzisÅ‚aw Silewicz and his wife Stefania nÃ©e Zwilling .",architect,his,1,ZdzisÅ‚aw Silewicz,['his'],False
Male,Hermans would later say that the public announcer had aided Dhaenens ' victory by warning him of Hermans over the PA system .,announcer,him,1,Dhaenens ',"['him', 'Hermans']",False
Female,"In 2012 Branson was given an honorary Doctor of Laws by Flinders University , for her ' long and esteemed career in the law ' and an Honorary Doctorate of Letters from Macquarie University for her support and advocacy for human rights .",doctor,her,-1,Branson,"['her', 'her']",False
Female,"In 2012 Branson was given an honorary Doctor of Laws by Flinders University , for her ' long and esteemed career in the law ' and an Honorary Doctorate of Letters from Macquarie University for her support and advocacy for human rights .",doctor,her,-1,Flinders University,['Macquarie University'],False
Male,"Lake Daumesnil in Paris had frozen over and director Louis Gasnier filmed Linder in his new attire , with Linder improvising the rest .",director,his,1,Linder,"['his', 'Linder']",False
Female,"Fandemonium 's company runner and chief editor , Sally Malcolm , started out as a fanfic writer herself .",writer,herself,1,"Fandemonium 's company runner and chief editor , Sally Malcolm",['herself'],False
Male,"On October 27 , 2014 , moobahton producer and DJ Dillon Francis released his debut album "" Money Sucks , Friends Rule "" on Columbia Records , with Elise featured on "" Hurricane "" , the 12th and final track on the record .",producer,his,1,DJ Dillon Francis,['his'],False
Male,The author started his career as an anatomical pathologist and now works as an anatomical and clinical pathologist .,author,his,-1,The author,['his'],True
Male,"Currently , 6 years later the patient is free of local disease , but he presents cutaneous metastasis .",patient,he,0,the patient,['he'],True
Male,"His sponsors highlighted not only why he was a Â remarkable author , but also his national socialist links during the 1930s .",author,his,-1,His,"['he', 'his']",False
Male,"The author of GNU.FREE has publicly discontinued his work on the project , due to disillusionment with the concept of secure Internet voting .",author,his,-1,The author of GNU.FREE,['his'],True
Male,"This patient and his other affected family members , his father and two siblings , were started on the tumour screening procedures recommended for patients with PTEN mutations .",patient,his,0,This patient,"['his', 'his']",True
Male,"It was necessary to persist beyond initial verbal descriptions of their hallucinations , and insist that the patient describe and draw what he had seen .",patient,he,0,the patient,['he'],True
Male,"Mr. Whitney was chosen its president , and continued in office until his death , in 1883 .",president,his,1,Mr. Whitney,['his'],False
Male,The French Impressionist painter Claude Monet is known for his many paintings of water lilies in the pond in his garden at Giverny .,painter,his,1,The French Impressionist painter Claude Monet,"['his', 'his', 'Giverny']",True
Male,"At his trial in May 1989 , the magistrate dismissed the evidence of the Arab witnesses on the grounds that they were interested parties and wanted to see Levinger in prison for ideological reasons , and also dismissed the evidence of two IDF soldiers who testified to the assault .",magistrate,his,1,his,['the magistrate'],False
Male,"At his trial in May 1989 , the magistrate dismissed the evidence of the Arab witnesses on the grounds that they were interested parties and wanted to see Levinger in prison for ideological reasons , and also dismissed the evidence of two IDF soldiers who testified to the assault .",magistrate,his,1,the Arab witnesses,['they'],False
Male,"At his trial in May 1989 , the magistrate dismissed the evidence of the Arab witnesses on the grounds that they were interested parties and wanted to see Levinger in prison for ideological reasons , and also dismissed the evidence of two IDF soldiers who testified to the assault .",magistrate,his,1,Levinger,['IDF'],False
Male,Our patient is unique because he has symptomatic IGV and INCPH .,patient,he,0,Our patient,['he'],True
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,the bladder,['it'],False
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,suspended,['this'],False
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,the patient,['his'],True
Male,A 5-mg tablet of oxybutynin chloride was crushed and suspended in 10 ml of boiled and cooled water and instilled into the bladder after emptying it completely ; this was carried out thrice daily either by the patient or by his carer .,patient,his,0,A 5-mg tablet of oxybutynin chloride,['his carer'],False
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,The manager,"['he', 'he']",True
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,they,['they'],False
Male,"The manager says that he had thought he had seen the worst when they bought about 200 copies of The Invisible Book of Invisibility , all of which cost a fortune and they never did find them .",manager,he,1,about 200 copies,['them'],False
Female,Symptomatic pneumonitis developed in six patients ( 9 % ) ; only one patient had her radiotherapy interrupted because of hematologic toxicity .,patient,her,0,only one patient,['her'],True
Male,"If , for example , the agent is engaged to buy property , the agent may not sell his own property to the principal .",agent,his,-1,the agent,"['the agent', 'his']",True
Male,"During the court proceedings , a cab driver testified that he had picked up Kosilek from that same mall , on that same afternoon , and had driven Kosilek to a store located about half a mile from her house in Mansfield .",driver,he,1,a cab driver,['he'],True
Male,"During the court proceedings , a cab driver testified that he had picked up Kosilek from that same mall , on that same afternoon , and had driven Kosilek to a store located about half a mile from her house in Mansfield .",driver,he,1,Kosilek,['Kosilek'],False
Male,"At his press conference , Durocher emphatically ended the College of Coaches experiment by declaring himself manager , with Wrigley 's blessing .",manager,himself,1,his,"['Durocher', 'Coaches', 'himself']",False
Male,"The author describes how he improves comfort in patients receiving Thermage with a combination of topical lidocaine 5 % cream and mesoanesthesia , a technique involving multiple tiny intradermal injections of anesthetic solution .",author,he,-1,The author,['he'],True
Female,"After receiving encouragement from her naturopathic doctor , the patient initiated an 8-week program in mindfulness training following the Kabat-Zinn protocol and logged her daily blood pressure and symptoms before and after meditation sessions over an 11-week period .",patient,her,0,her,"['the patient', 'her']",False
Male,"Sadat served as president until his assassination in October 1981 , after which his vice president , Hosni Mubarak , was elected president by plebiscite .",president,his,1,Sadat,"['his', 'his']",False
Male,"The rich oeuvre of this period comprises a series of gorgeous portraits of Kupecky 's family , friends and the painter himself , as well as several persons , whose identity in unknown .",painter,himself,1,the painter himself,['himself'],True
Male,"Of his production techniques , journalist Derek Walmsley wrote in "" The Wire "" :",journalist,his,-1,his,['journalist Derek Walmsley'],False
Male,"On Saturday , November 18 , 2006 , an off duty United States Secret Service agent was at the mall when he witnessed a fight in progress in the food court .",agent,he,-1,United States Secret Service agent,['he'],True
Female,"At the end of this follow-up period , the patient was satisfied with esthetics , function and phonation properties of her prostheses .",patient,her,0,the patient,['her'],True
Male,"He cited G&J para 1 - 019 to say that if a reasonable person ought to have known that someone would have expected payment , but did not take a reasonable opportunity to reject them , then he will be considered enriched .",person,he,-1,someone,"['them', 'he']",False
Male,During this time there was public support for McGonagle and a high profile threats were made to withdraw collections and funding from the gallery should the director lose his position .,director,his,1,the director,['his'],True
Male,"His outstanding achievement of the use of flux and reflux theories in nephropathy in pregnancy , such as the neuro-hypophysis overfunction theory , was further strengthened by the great physician Nicola Pende .",physician,His,1,flux,['the great physician Nicola Pende'],False
Female,The artist maintained an humble attitude vis - Ã - vis her artworks and her public .,artist,her,-1,The artist,"['her', 'her']",True
Female,Doctor confirms that she has an incurable disease in her nerves and she will go blind sooner or later .,doctor,she,-1,Doctor,"['she', 'her', 'she']",False
Male,Sam calls upon Daffy Duck to recover his awards and deal with the mad professor and his henchmen .,professor,his,1,Sam,['his'],False
Male,Sam calls upon Daffy Duck to recover his awards and deal with the mad professor and his henchmen .,professor,his,1,the mad professor,['his'],True
Male,"Gerold SpÃ¤th 's self - image as author is palpable to his organ builder family , as he told on occasion of a dramatic reading : """,author,he,-1,Gerold SpÃ¤th 's,"['his', 'he']",False
Male,"The dealer has now seen their faces , and after being ordered by the gangster he works for to get the money back , he goes out looking for the three .",dealer,he,1,The dealer,"['he', 'he']",True
Male,Comment If Rklear pedrito -LRB- I misread the discussion -RRB- or another editor can show that he is notable and advance the article past an outline it should be OK .,editor,he,1,the discussion -RRB- or another editor,['he'],True
Male,Comment If Rklear pedrito -LRB- I misread the discussion -RRB- or another editor can show that he is notable and advance the article past an outline it should be OK .,editor,he,1,the article,['it'],False
Male,This editor has demonstrated time and time again that he is not here to write an encyclopedia .,editor,he,1,This editor,['he'],True
Male,"Hill , still in advance , first encountered the enemy , was soon hotly engaged , and met the large force with the impetuous courage for which that officer and his troops are distinguished .",officer,his,1,that officer,['his'],True
Male,"The film stars Yves BenoÃ®t as Louis , a 16-year - old high school student who is sent to a mental institution by his father ( Aubert Pallascio ) to punish him for his rebelliousness , and is under the care of a psychiatrist ( Gilles Renaud ) .",student,his,-1,his,"['him', 'his']",False
Male,"A DNA analysis revealed large-scale copy number polymorphism of chromosome 4 in the patient and his family , which may include the phenotype of the cranium .",patient,his,0,the patient,['his'],True
Male,"But shortly after Mitchell 's arrival one of Eve Owens 's neighbours , a young artist called Philip Lorrimer , is found dead in his cottage â€” poisoned .",artist,his,1,Mitchell 's,['his'],False
Male,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,-1,the author,['his'],True
Male,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,-1,her,['she'],False
Male,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,-1,she married Al Wilsey,['his'],False
Male,"Founded in 2007 by Grammy nominated , Dove Award winning artist , producer and filmmaker Dave Moody and his son Joshua Moody , the company is focused on producing , distributing and marketing family - friendly , uplifting , and life - inspiring motion picture entertainment .",artist,his,1,filmmaker Dave Moody,['his'],False
Male,"Driver was unable to play in the competition himself as he did not satisfy the eligibility criteria , having not been resident in Jersey for long enough , but he qualified in time for the 2008 tournament .",driver,he,1,Driver,"['himself', 'he', 'he']",False
Male,The patient was successfully treated for his pulmonary embolus and was discharged five days later .,patient,his,0,The patient,['his'],True
Male,"Everything else related to it , between that writer and his boss ... [ Laughs . ] ...",writer,his,-1,that writer,['his'],True
Male,"In her modelling career , she rebuffed the villainous fashion designer and jewel thief Simon Garrett when he tried to romance her , and was on friendly terms with Gina , an FBI agent posing as an executive at the modelling agency .",designer,he,1,her,"['she', 'her']",False
Male,"In her modelling career , she rebuffed the villainous fashion designer and jewel thief Simon Garrett when he tried to romance her , and was on friendly terms with Gina , an FBI agent posing as an executive at the modelling agency .",designer,he,1,the villainous fashion designer and jewel thief Simon Garrett,['he'],True
Male,"After an invocation of the Deity ( Siva ) as an auspicious act , the stage - manager and his Assistant , in their conversation state that the play shortly to be performed is Kalidasa 's MÄlavikÄgnimitra .",manager,his,1,the stage - manager,['his'],True
Male,"After an invocation of the Deity ( Siva ) as an auspicious act , the stage - manager and his Assistant , in their conversation state that the play shortly to be performed is Kalidasa 's MÄlavikÄgnimitra .",manager,his,1,the Deity ( Siva ),"[""Kalidasa 's"", ""Kalidasa 's MÄ\x81lavikÄ\x81gnimitra""]",False
Male,"Ingunde , Ingund , Ingundis or Ingunda , ( born in 567/568 ) , was the eldest child of Sigebert I , king of Austrasia , and his wife Brunhilda , daughter of King Athanagild of the Visigoths .",child,his,1,Ingundis,"['Ingunda', '567/568', 'Austrasia', 'the Visigoths']",False
Female,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him .",maid,she,1,Grace,"['he', 'Grace', 'him', 'Grace', 'him']",False
Female,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him .",maid,she,1,she,"['her', 'she']",False
Male,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,-1,underlines,"['the fi rst', 'the fi rst']",False
Male,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,-1,he,"[""the agent 's"", 'the agent', 'his']",False
Male,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,-1,positive effect,['it'],False
Male,"On October 1 , "" Cloverfield "" director Matt Reeves was confirmed as his replacement .",director,his,1,"Cloverfield "" director Matt Reeves",['his'],True
Male,"It symbolizes the fact that "" every person is looking for his drunkenness which can lead to extreme erotic games "" .",person,his,-1,every person,['his'],True
Female,The patient presented with a history of progressive dyspnea and ascites and her general condition was poor .,patient,her,0,The patient,['her'],True
Male,One graduate student named Minal Panchal ( from Mumbai ) was killed in his classroom .,student,his,-1,One graduate student named Minal Panchal ( from Mumbai ),['his'],True
Male,"Vaux was particularly devoted to Father Henry Garnet , a Jesuit priest who was later executed for his role in the Gunpowder Plot .",priest,his,1,Vaux,['his'],False
Female,"In 1997 , Singer was highly commended at the Quill Awards for her "" Herald Sun "" column .",singer,her,-1,Singer,['her'],False
Male,"Fourteen years later , when the patient was 58-years-old , he presented with retroperitoneal fibrosis and swollen lymph nodes .",patient,he,0,the patient,['he'],True
Male,"A popular urban legend of the 1920s recorded how a cab driver and his horse tried to pass through the area at night , with only their skeletons , gnawed clean by rats , found the following day .",driver,his,1,a cab driver,['his'],True
Male,"A popular urban legend of the 1920s recorded how a cab driver and his horse tried to pass through the area at night , with only their skeletons , gnawed clean by rats , found the following day .",driver,his,1,a cab driver and his horse,['their'],False
Male,The clinical course of this patient suggests that his end-stage renal disease-associated hypercoagulable state may have promoted thrombus formation .,patient,his,0,this patient,['his'],True
Male,"These studies refer to NR as a multidisciplinary approach ( a specially trained team of professionals ) with concrete objectives and established job descriptions , a suitable battery of instruments for measurement of the results , active participation of the patient and his family and correct follow-up in the community .",patient,his,0,NR,['('],False
Male,"These studies refer to NR as a multidisciplinary approach ( a specially trained team of professionals ) with concrete objectives and established job descriptions , a suitable battery of instruments for measurement of the results , active participation of the patient and his family and correct follow-up in the community .",patient,his,0,the patient,['his'],True
Female,A patient with breast cancer was treated with adoptive immunotherapy of CTL because she had severe side effect from antineoplastics .,patient,she,0,A patient with breast cancer,['she'],True
Female,A patient with breast cancer was treated with adoptive immunotherapy of CTL because she had severe side effect from antineoplastics .,patient,she,0,CTL,['antineoplastics'],False
Male,His primary care physician ordered a chest radiograph that revealed an infiltrate & he was treated with Levofloxacin for 10 days .,physician,he,1,His primary care physician,['he'],True
